epoch,lr,train_time[sec],train_loss,train_score,val_time[sec],val_loss,val_score
30.0,0.00032277834642108444,978.0,0.027503216181018624,0.5884392630617132,170.0,0.016848500531090712,0.8789356675692637
31.0,0.0002942392506752889,969.0,0.027389080010823092,0.5970440865617532,170.0,0.016829254648864454,0.8842594999412572
32.0,0.00026653193131965077,972.0,0.02772038192626731,0.5939085585702513,170.0,0.01679052378329356,0.8845277663374754
33.0,0.00023976573648539642,968.0,0.0272820482842807,0.5970616792368602,171.0,0.01660060714323216,0.88586961317506
34.0,0.00021404630011522574,1035.0,0.027586485172919027,0.6007505673317711,172.0,0.01673519979802827,0.8870426059226825
35.0,0.00018947512507439847,1149.0,0.026943124662986987,0.6127719335626083,202.0,0.016582066466303405,0.888941228106526
36.0,0.000166149182565299,1165.0,0.02701097109744002,0.6208217283946807,201.0,0.01660114975858492,0.8907266578392581
37.0,0.00014416052942640132,1164.0,0.027176159589659334,0.6053395585713577,208.0,0.016676594100288954,0.8894813256352305
38.0,0.00012359594482598432,1164.0,0.026752968700941123,0.6200980588256654,202.0,0.016561703397348717,0.889728125591284
39.0,0.00010453658778440102,1167.0,0.027231462657451015,0.6152843771339603,201.0,0.01655667447271491,0.8900608078422952
40.0,8.70576768765026e-05,1010.0,0.026974651979077634,0.6253024792386588,170.0,0.016533900233473137,0.8918833243182025
41.0,7.12281933782875e-05,970.0,0.02661575633853376,0.6318116597602377,170.0,0.016429203262127507,0.8932393628998629
42.0,5.71106090293204e-05,972.0,0.026838762805927466,0.6267153067197947,170.0,0.016351381565855545,0.8944315681937962
43.0,4.4760639485315563e-05,968.0,0.026592556534179638,0.635111115973179,171.0,0.016311998414118324,0.8954445125328272
44.0,3.422702443389899e-05,969.0,0.0269193340024804,0.6312502553477994,172.0,0.016389585478449476,0.8947361935873618
45.0,2.5551335241327665e-05,969.0,0.027002342102759747,0.6256953306079768,170.0,0.016388186042655184,0.8960949949168445
46.0,1.876781088929908e-05,973.0,0.026574202929787454,0.6297281547978083,171.0,0.01633895802844675,0.8961808319463097
47.0,1.3903222849333505e-05,970.0,0.026067237525610028,0.6474259552749767,171.0,0.016519830510124598,0.8953703309971165
48.0,1.0976769428005579e-05,976.0,0.026327881047887244,0.6442098208604135,170.0,0.016576579084478,0.8951782181819388
49.0,1e-05,971.0,0.026671149470323823,0.6326245601950361,171.0,0.01620509883397695,0.896498637202337
